date,tempr,ap,ws,rh,blizzard
2016-01-01 00:00:00,1.16,980.83,8.27,67.6,0
2016-01-01 01:00:00,1.35,980.95,10.91,65.3,0
2016-01-01 02:00:00,1.53,981.07,8.59,64.7,0
2016-01-01 03:00:00,1.43,981.37,8.18,66.1,0
2016-01-01 04:00:00,1.24,981.66,9.19,73.86,0
2016-01-01 05:00:00,1.57,981.96,10.45,68.28,0
2016-01-01 06:00:00,1.48,982.45,8.72,69.09,0
2016-01-01 07:00:00,1.51,982.82,9.14,69.54,0
2016-01-01 08:00:00,1.55,983.05,8.44,68.19,0
2016-01-01 09:00:00,1.45,983.14,7.42,67.67,0
2016-01-01 10:00:00,1.66,983.2,4.92,65.2,0
2016-01-01 11:00:00,1.62,983.01,3.49,66.59,0
2016-01-01 12:00:00,1.38,982.73,4.12,67.76,0
2016-01-01 13:00:00,1.05,982.2,9.09,74.73,0
2016-01-01 14:00:00,0.98,981.5,11.49,75.96,0
2016-01-01 15:00:00,1.52,981.0,6.08,66.15,0
2016-01-01 16:00:00,1.58,980.42,6.25,50.37,0
2016-01-01 17:00:00,1.31,980.22,8.4,44.5,0
2016-01-01 18:00:00,0.34,980.15,10.3,50.74,0
2016-01-01 19:00:00,-0.02,980.01,12.67,50.97,0
2016-01-01 20:00:00,-0.77,979.64,19.94,51.77,0
2016-01-01 21:00:00,-1.17,979.55,15.18,54.21,0
2016-01-01 22:00:00,-1.23,979.32,14.31,51.53,0
2016-01-01 23:00:00,-1.63,979.01,15.1,51.84,0
2016-01-02 00:00:00,-0.67,978.7,14.75,50.99,0
2016-01-02 01:00:00,0.66,978.22,15.6,47.51,0
2016-01-02 02:00:00,1.75,977.8,12.35,46.34,0
2016-01-02 03:00:00,2.44,977.18,11.97,46.47,0
2016-01-02 04:00:00,2.62,976.88,11.52,50.6,0
2016-01-02 05:00:00,2.76,976.45,5.35,52.03,0
2016-01-02 06:00:00,3.28,975.92,4.53,46.35,0
2016-01-02 07:00:00,3.54,975.32,3.12,41.73,0
2016-01-02 08:00:00,2.78,974.65,5.32,49.71,0
2016-01-02 09:00:00,1.97,974.06,6.28,55.5,0
2016-01-02 10:00:00,2.44,973.5,5.9,55.8,0
2016-01-02 11:00:00,3.2,972.96,4.88,53.51,0
2016-01-02 12:00:00,3.24,972.42,5.3,57.66,0
2016-01-02 13:00:00,3.16,971.99,5.28,60.87,0
2016-01-02 14:00:00,2.8,971.39,5.6,61.37,0
2016-01-02 15:00:00,1.92,970.9,4.91,65.65,0
2016-01-02 16:00:00,1.6,970.64,4.23,58.88,0
2016-01-02 17:00:00,1.19,970.42,6.99,53.35,0
2016-01-02 18:00:00,0.24,970.27,6.87,55.42,0
2016-01-02 19:00:00,0.1,970.02,4.7,54.77,0
2016-01-02 20:00:00,0.07,969.5,4.6,51.7,0
2016-01-02 21:00:00,0.24,968.9,2.71,51.38,0
2016-01-02 22:00:00,1.53,968.43,3.03,46.42,0
2016-01-02 23:00:00,2.19,967.89,3.11,45.87,0
2016-01-03 00:00:00,1.9,967.37,7.77,46.25,0
2016-01-03 01:00:00,1.92,967.12,10.66,46.52,0
2016-01-03 02:00:00,1.43,966.72,14.99,47.24,0
2016-01-03 03:00:00,1.88,966.37,15.28,44.94,0
2016-01-03 04:00:00,2.38,966.01,15.48,45.66,0
2016-01-03 05:00:00,2.44,965.92,12.96,50.3,0
2016-01-03 06:00:00,2.33,965.96,10.85,48.46,0
2016-01-03 07:00:00,2.41,966.02,9.54,49.24,0
2016-01-03 08:00:00,2.75,966.08,9.6,50.78,0
2016-01-03 09:00:00,2.37,966.24,11.2,57.41,0
2016-01-03 10:00:00,1.58,966.7,12.44,70.36,0
2016-01-03 11:00:00,1.86,967.08,13.14,69.78,0
2016-01-03 12:00:00,1.9,967.62,13.35,72.16,0
2016-01-03 13:00:00,1.5,968.36,12.89,74.83,0
2016-01-03 14:00:00,0.9,969.12,14.7,81.31,0
2016-01-03 15:00:00,0.54,969.82,13.73,81.44,0
2016-01-03 16:00:00,0.21,970.62,11.88,77.78,0
2016-01-03 17:00:00,0.54,971.59,14.82,82.94,0
2016-01-03 18:00:00,0.36,972.75,14.13,87.4,0
2016-01-03 19:00:00,-0.16,973.69,14.9,92.63,0
2016-01-03 20:00:00,-1.22,974.52,20.48,95.42,0
2016-01-03 21:00:00,-1.67,975.44,21.43,94.92,0
2016-01-03 22:00:00,-1.89,976.29,20.03,92.55,0
2016-01-03 23:00:00,-1.66,977.05,21.0,88.68,0
2016-01-04 00:00:00,-1.28,977.66,19.65,83.68,0
2016-01-04 01:00:00,-1.07,978.21,20.05,85.24,0
2016-01-04 02:00:00,-0.89,978.67,20.11,86.65,0
2016-01-04 03:00:00,-0.37,979.09,20.08,83.8,0
2016-01-04 04:00:00,-0.05,979.6,19.49,82.69,0
2016-01-04 05:00:00,0.55,980.33,17.71,82.99,0
2016-01-04 06:00:00,1.11,980.87,16.89,81.35,0
2016-01-04 07:00:00,1.0,981.44,15.15,83.11,0
2016-01-04 08:00:00,1.0,981.8,12.67,82.01,0
2016-01-04 09:00:00,1.19,982.08,12.55,80.69,0
2016-01-04 10:00:00,1.02,982.36,11.82,79.02,0
2016-01-04 11:00:00,1.04,982.37,10.67,74.66,0
2016-01-04 12:00:00,0.84,982.38,9.09,74.0,0
2016-01-04 13:00:00,0.44,982.58,8.99,75.05,0
2016-01-04 14:00:00,0.21,982.55,9.35,79.47,0
2016-01-04 15:00:00,-0.53,982.68,7.02,86.03,0
2016-01-04 16:00:00,-0.71,982.57,5.11,84.65,0
2016-01-04 17:00:00,-0.76,982.49,4.21,81.68,0
2016-01-04 18:00:00,-1.19,982.24,4.68,75.01,0
2016-01-04 19:00:00,-1.38,981.85,5.74,67.8,0
2016-01-04 20:00:00,-1.92,981.57,3.99,66.78,0
2016-01-04 21:00:00,-1.76,981.32,5.72,63.15,0
2016-01-04 22:00:00,-1.54,980.95,7.54,58.63,0
2016-01-04 23:00:00,-0.9,980.58,7.99,54.73,0
2016-01-05 00:00:00,-0.02,980.07,7.45,54.42,0
2016-01-05 01:00:00,-0.11,979.54,8.96,52.37,0
2016-01-05 02:00:00,0.31,979.02,8.36,54.47,0
2016-01-05 03:00:00,0.49,978.56,10.23,56.35,0
2016-01-05 04:00:00,1.31,977.9,10.51,56.69,0
2016-01-05 05:00:00,2.1,977.24,8.6,50.4,0
2016-01-05 06:00:00,2.59,976.45,7.79,45.54,0
2016-01-05 07:00:00,3.25,975.46,4.28,41.01,0
2016-01-05 08:00:00,3.69,974.37,4.5,41.76,0
2016-01-05 09:00:00,3.35,973.3,5.26,43.25,0
2016-01-05 10:00:00,4.03,972.22,2.94,39.41,0
2016-01-05 11:00:00,4.2,971.37,6.08,40.77,0
2016-01-05 12:00:00,3.93,970.36,7.75,47.24,0
2016-01-05 13:00:00,3.64,969.61,7.32,48.3,0
2016-01-05 14:00:00,3.33,968.88,8.92,49.4,0
2016-01-05 15:00:00,2.62,968.32,10.77,55.72,0
2016-01-05 16:00:00,1.93,967.98,10.37,58.72,0
2016-01-05 17:00:00,1.42,967.64,9.96,57.68,0
2016-01-05 18:00:00,1.25,967.28,8.75,59.26,0
2016-01-05 19:00:00,1.1,966.83,11.05,59.49,0
2016-01-05 20:00:00,0.99,966.5,13.62,61.7,0
2016-01-05 21:00:00,0.78,966.18,14.52,61.55,0
2016-01-05 22:00:00,1.04,965.94,13.57,60.37,0
2016-01-05 23:00:00,1.1,965.86,16.54,60.12,0
2016-01-06 00:00:00,1.21,966.02,16.72,61.84,0
2016-01-06 01:00:00,1.36,965.93,16.12,62.54,0
2016-01-06 02:00:00,1.65,965.72,18.05,61.17,0
2016-01-06 03:00:00,1.7,965.9,14.4,63.48,0
2016-01-06 04:00:00,1.64,966.09,10.93,66.19,0
2016-01-06 05:00:00,1.58,966.2,8.36,70.19,0
2016-01-06 06:00:00,1.84,966.16,9.64,68.31,0
2016-01-06 07:00:00,2.12,965.98,8.78,66.94,0
2016-01-06 08:00:00,2.69,965.88,11.01,60.75,0
2016-01-06 09:00:00,2.62,965.73,8.03,64.73,0
2016-01-06 10:00:00,3.27,965.47,7.5,61.07,0
2016-01-06 11:00:00,4.3,965.3,7.85,51.64,0
2016-01-06 12:00:00,4.61,965.38,7.76,48.4,0
2016-01-06 13:00:00,3.96,965.67,9.23,55.8,0
2016-01-06 14:00:00,3.32,966.3,11.76,60.98,0
2016-01-06 15:00:00,1.77,967.11,9.4,80.83,0
2016-01-06 16:00:00,1.46,967.33,3.36,83.76,0
2016-01-06 17:00:00,1.81,967.71,3.19,74.78,0
2016-01-06 18:00:00,1.82,968.21,7.01,69.78,0
2016-01-06 19:00:00,1.39,968.38,10.86,65.76,0
2016-01-06 20:00:00,0.74,968.68,11.1,68.5,0
2016-01-06 21:00:00,0.7,968.95,14.53,73.3,0
2016-01-06 22:00:00,0.52,969.33,14.87,77.11,0
2016-01-06 23:00:00,0.39,969.82,15.25,82.7,0
2016-01-07 00:00:00,0.13,970.2,15.33,93.02,0
2016-01-07 01:00:00,0.15,970.38,18.35,94.31,0
2016-01-07 02:00:00,0.01,971.03,18.21,96.0,0
2016-01-07 03:00:00,0.09,971.67,17.99,96.5,0
2016-01-07 04:00:00,-0.02,972.19,17.57,97.25,0
2016-01-07 05:00:00,0.13,972.82,15.89,97.67,0
2016-01-07 06:00:00,-0.02,973.39,17.19,97.81,0
2016-01-07 07:00:00,0.31,973.97,14.56,98.01,0
2016-01-07 08:00:00,0.5,974.42,12.27,98.21,0
2016-01-07 09:00:00,0.56,974.79,11.31,98.3,0
2016-01-07 10:00:00,0.22,975.16,9.28,98.09,0
2016-01-07 11:00:00,0.34,975.47,7.38,95.09,0
2016-01-07 12:00:00,0.43,975.93,7.41,90.08,0
2016-01-07 13:00:00,0.66,976.34,6.71,87.83,0
2016-01-07 14:00:00,0.78,976.61,4.32,85.88,0
2016-01-07 15:00:00,0.45,976.88,2.81,87.96,0
2016-01-07 16:00:00,0.3,977.09,1.86,88.39,0
2016-01-07 17:00:00,0.11,977.53,2.13,88.4,0
2016-01-07 18:00:00,0.24,977.86,2.02,86.57,0
2016-01-07 19:00:00,0.4,978.26,1.95,86.92,0
2016-01-07 20:00:00,-0.13,978.56,5.65,77.56,0
2016-01-07 21:00:00,-0.25,978.76,6.04,73.62,0
2016-01-07 22:00:00,-0.34,979.09,8.39,67.99,0
2016-01-07 23:00:00,0.05,979.44,7.43,63.02,0
2016-01-08 00:00:00,0.67,979.61,6.21,62.64,0
2016-01-08 01:00:00,1.01,979.71,6.88,65.97,0
2016-01-08 02:00:00,1.33,979.97,7.84,68.04,0
2016-01-08 03:00:00,1.51,980.19,4.75,68.8,0
2016-01-08 04:00:00,2.05,980.21,2.37,67.12,0
2016-01-08 05:00:00,3.29,980.32,2.91,59.48,0
2016-01-08 06:00:00,2.82,980.38,5.9,57.08,0
2016-01-08 07:00:00,3.03,980.55,5.37,57.48,0
2016-01-08 08:00:00,2.83,980.58,3.94,61.48,0
2016-01-08 09:00:00,2.71,980.59,3.53,62.33,0
2016-01-08 10:00:00,3.06,980.7,3.44,61.84,0
2016-01-08 11:00:00,2.55,980.86,4.43,67.26,0
2016-01-08 12:00:00,2.17,980.96,5.46,65.81,0
2016-01-08 13:00:00,2.25,981.05,3.81,62.5,0
2016-01-08 14:00:00,1.6,981.06,4.75,61.85,0
2016-01-08 15:00:00,0.92,981.18,5.61,70.11,0
2016-01-08 16:00:00,0.34,981.41,3.84,74.06,0
2016-01-08 17:00:00,-0.26,981.68,2.31,73.91,0
2016-01-08 18:00:00,-1.0,981.94,1.94,64.81,0
2016-01-08 19:00:00,-2.2,982.28,1.42,64.78,0
2016-01-08 20:00:00,-2.31,982.74,2.22,64.78,0
2016-01-08 21:00:00,-2.29,983.02,3.75,62.74,0
2016-01-08 22:00:00,-1.2,983.32,5.42,56.23,0
2016-01-08 23:00:00,-0.69,983.73,6.58,51.83,0
2016-01-09 00:00:00,-0.47,983.95,8.58,50.77,0
2016-01-09 01:00:00,-0.23,984.33,8.11,51.49,0
2016-01-09 02:00:00,0.34,984.62,7.46,51.23,0
2016-01-09 03:00:00,0.54,984.88,7.6,51.92,0
2016-01-09 04:00:00,0.82,985.07,8.75,50.86,0
2016-01-09 05:00:00,0.84,985.4,7.88,54.55,0
2016-01-09 06:00:00,1.12,985.7,7.64,55.7,0
2016-01-09 07:00:00,1.49,986.19,6.73,63.3,0
2016-01-09 08:00:00,1.22,986.55,5.77,71.51,0
2016-01-09 09:00:00,0.96,986.88,5.44,73.71,0
2016-01-09 10:00:00,0.1,987.1,7.49,81.46,0
2016-01-09 11:00:00,0.32,987.1,6.72,80.05,0
2016-01-09 12:00:00,0.26,987.2,6.78,81.13,0
2016-01-09 13:00:00,0.4,987.33,5.41,79.26,0
2016-01-09 14:00:00,0.41,987.37,4.86,78.19,0
2016-01-09 15:00:00,0.45,987.4,5.67,75.48,0
2016-01-09 16:00:00,0.14,987.48,5.13,71.42,0
2016-01-09 17:00:00,-1.3,987.57,4.52,66.48,0
2016-01-09 18:00:00,-1.85,987.67,5.64,61.55,0
2016-01-09 19:00:00,-2.3,987.92,6.8,59.13,0
2016-01-09 20:00:00,-2.46,987.99,8.64,58.08,0
2016-01-09 21:00:00,-2.38,988.24,6.82,56.38,0
2016-01-09 22:00:00,-2.04,988.48,4.55,56.22,0
2016-01-09 23:00:00,-2.02,988.42,7.1,55.01,0
2016-01-10 00:00:00,-1.01,988.31,9.21,50.06,0
2016-01-10 01:00:00,-0.29,988.26,11.4,46.36,0
2016-01-10 02:00:00,-0.2,988.43,11.85,47.39,0
2016-01-10 03:00:00,0.09,988.37,10.65,49.49,0
2016-01-10 04:00:00,0.61,988.32,9.23,51.86,0
2016-01-10 05:00:00,0.77,988.42,8.93,50.63,0
2016-01-10 06:00:00,0.7,988.64,8.79,48.34,0
2016-01-10 07:00:00,0.85,988.6,9.61,46.47,0
2016-01-10 08:00:00,1.04,988.45,6.99,49.43,0
2016-01-10 09:00:00,1.0,988.3,6.89,44.67,0
2016-01-10 10:00:00,1.14,988.27,5.88,45.62,0
2016-01-10 11:00:00,1.17,988.09,3.98,46.56,0
2016-01-10 12:00:00,0.85,987.85,2.66,47.79,0
2016-01-10 13:00:00,0.74,987.6,2.36,47.79,0
2016-01-10 14:00:00,0.36,987.29,2.18,50.0,0
2016-01-10 15:00:00,0.14,987.09,2.3,51.57,0
2016-01-10 16:00:00,-0.29,986.91,3.8,56.81,0
2016-01-10 17:00:00,-0.7,986.69,3.79,59.74,0
2016-01-10 18:00:00,-0.97,986.65,2.01,55.36,0
2016-01-10 19:00:00,-1.69,986.57,2.06,57.72,0
2016-01-10 20:00:00,-1.89,986.49,4.41,52.17,0
2016-01-10 21:00:00,-1.94,986.29,7.5,48.33,0
2016-01-10 22:00:00,-1.96,986.07,8.85,47.59,0
2016-01-10 23:00:00,-1.76,985.93,7.99,48.5,0
2016-01-11 00:00:00,-1.36,985.88,5.16,49.7,0
2016-01-11 01:00:00,-0.45,985.53,5.91,47.31,0
2016-01-11 02:00:00,-0.05,985.17,7.69,47.77,0
2016-01-11 03:00:00,0.06,984.95,8.51,48.95,0
2016-01-11 04:00:00,-0.02,984.93,7.48,54.55,0
2016-01-11 05:00:00,0.55,985.05,6.77,53.92,0
2016-01-11 06:00:00,0.81,984.94,6.09,53.29,0
2016-01-11 07:00:00,0.88,985.02,6.39,53.2,0
2016-01-11 08:00:00,0.66,985.08,7.75,49.84,0
2016-01-11 09:00:00,0.81,985.04,9.3,45.22,0
2016-01-11 10:00:00,1.24,985.11,9.22,43.54,0
2016-01-11 11:00:00,1.23,985.34,8.78,43.8,0
2016-01-11 12:00:00,0.52,985.39,6.44,47.53,0
2016-01-11 13:00:00,0.72,985.34,3.24,46.37,0
2016-01-11 14:00:00,0.41,985.45,2.61,48.74,0
2016-01-11 15:00:00,0.41,985.55,1.82,47.64,0
2016-01-11 16:00:00,-0.39,985.63,7.25,56.35,0
2016-01-11 17:00:00,-1.3,985.82,9.44,56.79,0
2016-01-11 18:00:00,-1.48,986.34,11.61,52.44,0
2016-01-11 19:00:00,-1.89,986.61,14.9,51.16,0
2016-01-11 20:00:00,-2.33,986.89,16.99,49.55,0
2016-01-11 21:00:00,-2.58,987.26,17.5,48.43,0
2016-01-11 22:00:00,-2.58,987.45,18.48,46.78,0
2016-01-11 23:00:00,-2.68,987.78,18.81,46.09,0
2016-01-12 00:00:00,-2.57,988.21,18.02,45.72,0
2016-01-12 01:00:00,-2.32,988.49,17.66,45.88,0
2016-01-12 02:00:00,-1.82,988.72,16.81,46.69,0
2016-01-12 03:00:00,-1.21,988.66,16.41,45.93,0
2016-01-12 04:00:00,-0.58,988.78,15.58,46.56,0
2016-01-12 05:00:00,0.13,988.8,13.26,45.42,0
2016-01-12 06:00:00,0.4,988.47,11.7,42.88,0
2016-01-12 07:00:00,0.65,988.19,9.26,42.16,0
2016-01-12 08:00:00,0.74,988.04,7.63,41.29,0
2016-01-12 09:00:00,0.89,988.14,5.53,42.04,0
2016-01-12 10:00:00,0.97,987.95,4.21,52.29,0
2016-01-12 11:00:00,0.47,987.98,4.42,51.3,0
2016-01-12 12:00:00,0.64,988.15,2.93,47.83,0
2016-01-12 13:00:00,0.36,988.39,3.72,46.94,0
2016-01-12 14:00:00,-0.15,988.62,4.17,48.72,0
2016-01-12 15:00:00,-0.45,988.83,6.31,54.3,0
2016-01-12 16:00:00,-1.29,989.06,7.41,56.25,0
2016-01-12 17:00:00,-2.27,989.33,10.53,57.75,0
2016-01-12 18:00:00,-3.0,989.45,17.36,52.86,0
2016-01-12 19:00:00,-3.83,989.5,18.89,50.2,0
2016-01-12 20:00:00,-4.25,989.48,16.83,50.6,0
2016-01-12 21:00:00,-4.68,989.26,18.53,50.11,0
2016-01-12 22:00:00,-4.78,989.16,18.79,48.67,0
2016-01-12 23:00:00,-4.02,988.81,16.84,45.87,0
2016-01-13 00:00:00,-3.05,988.55,16.01,43.2,0
2016-01-13 01:00:00,-2.49,988.34,14.78,42.81,0
2016-01-13 02:00:00,-1.96,987.87,15.42,41.71,0
2016-01-13 03:00:00,-1.14,987.4,15.39,40.27,0
2016-01-13 04:00:00,-0.6,986.82,15.75,40.14,0
2016-01-13 05:00:00,-0.34,986.01,16.99,40.82,0
2016-01-13 06:00:00,0.08,985.25,15.13,41.34,0
2016-01-13 07:00:00,0.36,984.58,15.55,41.76,0
2016-01-13 08:00:00,0.29,983.96,13.1,43.68,0
2016-01-13 09:00:00,-0.06,983.46,11.2,44.77,0
2016-01-13 10:00:00,0.12,982.77,8.4,48.21,0
2016-01-13 11:00:00,0.35,982.2,9.56,48.16,0
2016-01-13 12:00:00,0.1,981.74,7.8,44.08,0
2016-01-13 13:00:00,0.0,981.29,5.58,45.54,0
2016-01-13 14:00:00,-0.67,980.64,7.93,53.23,0
2016-01-13 15:00:00,-1.99,980.19,8.66,56.14,0
2016-01-13 16:00:00,-2.62,979.72,9.92,54.84,0
2016-01-13 17:00:00,-2.45,979.45,11.46,49.2,0
2016-01-13 18:00:00,-2.73,979.15,13.52,50.08,0
2016-01-13 19:00:00,-2.62,978.89,15.66,47.44,0
2016-01-13 20:00:00,-2.65,978.7,13.77,48.4,0
2016-01-13 21:00:00,-2.41,978.47,12.99,49.11,0
2016-01-13 22:00:00,-2.14,978.45,12.8,49.69,0
2016-01-13 23:00:00,-2.09,978.45,14.65,48.24,0
2016-01-14 00:00:00,-2.19,978.39,15.4,46.92,0
2016-01-14 01:00:00,-2.15,978.3,12.49,49.17,0
2016-01-14 02:00:00,-1.48,978.18,11.04,49.56,0
2016-01-14 03:00:00,-0.85,978.23,10.46,51.29,0
2016-01-14 04:00:00,-0.44,978.32,9.3,52.91,0
2016-01-14 05:00:00,-0.22,978.39,8.7,54.03,0
2016-01-14 06:00:00,0.04,978.59,8.69,53.05,0
2016-01-14 07:00:00,0.38,978.77,7.91,50.96,0
2016-01-14 08:00:00,0.56,978.91,6.14,47.7,0
2016-01-14 09:00:00,1.01,978.9,4.88,49.2,0
2016-01-14 10:00:00,0.99,978.99,4.3,50.92,0
2016-01-14 11:00:00,1.34,979.23,2.81,52.49,0
2016-01-14 12:00:00,1.11,979.34,2.35,49.74,0
2016-01-14 13:00:00,1.01,979.43,2.06,49.42,0
2016-01-14 14:00:00,0.44,979.46,3.87,55.29,0
2016-01-14 15:00:00,0.88,979.49,3.11,51.89,0
2016-01-14 16:00:00,0.18,979.57,2.38,57.45,0
2016-01-14 17:00:00,-0.28,979.72,2.08,58.24,0
2016-01-14 18:00:00,-0.56,979.87,1.86,59.13,0
2016-01-14 19:00:00,-1.01,980.04,1.26,63.46,0
2016-01-14 20:00:00,-1.19,980.21,0.98,63.64,0
2016-01-14 21:00:00,-1.3,980.43,0.81,64.94,0
2016-01-14 22:00:00,-1.15,980.73,0.7,63.01,0
2016-01-14 23:00:00,-0.92,980.94,1.08,63.54,0
2016-01-15 00:00:00,-1.19,981.11,1.28,68.88,0
2016-01-15 01:00:00,-0.89,981.17,1.8,68.22,0
2016-01-15 02:00:00,-0.28,981.15,1.81,64.17,0
2016-01-15 03:00:00,-0.2,981.2,2.39,65.71,0
2016-01-15 04:00:00,-0.98,981.37,5.1,75.49,0
2016-01-15 05:00:00,-1.07,981.47,6.04,76.53,0
2016-01-15 06:00:00,-0.85,981.67,4.99,75.54,0
2016-01-15 07:00:00,-1.16,981.98,7.03,68.17,0
2016-01-15 08:00:00,-1.4,982.25,5.69,62.46,0
2016-01-15 09:00:00,-1.21,982.39,5.41,67.36,0
2016-01-15 10:00:00,-1.0,982.45,4.14,70.66,0
2016-01-15 11:00:00,-0.04,982.61,3.48,66.86,0
2016-01-15 12:00:00,0.13,982.62,3.1,66.37,0
2016-01-15 13:00:00,-1.06,982.63,3.06,71.1,0
2016-01-15 14:00:00,-1.53,982.78,2.85,69.41,0
2016-01-15 15:00:00,-1.66,982.66,2.66,68.84,0
2016-01-15 16:00:00,-2.62,982.57,6.72,71.52,0
2016-01-15 17:00:00,-3.23,982.47,8.29,66.21,0
2016-01-15 18:00:00,-3.15,982.44,8.08,60.49,0
2016-01-15 19:00:00,-2.85,982.35,7.3,57.75,0
2016-01-15 20:00:00,-2.69,982.03,7.05,59.92,0
2016-01-15 21:00:00,-3.35,981.72,8.29,65.67,0
2016-01-15 22:00:00,-3.04,981.07,8.68,66.86,0
2016-01-15 23:00:00,-2.26,980.41,7.74,68.01,0
2016-01-16 00:00:00,-1.27,979.76,7.99,60.99,0
2016-01-16 01:00:00,-1.43,979.08,10.72,55.16,0
2016-01-16 02:00:00,-2.1,978.27,15.77,51.98,0
2016-01-16 03:00:00,-1.53,977.25,13.78,50.47,0
2016-01-16 04:00:00,-0.64,976.14,13.99,49.97,0
2016-01-16 05:00:00,-0.78,975.27,14.29,52.4,0
2016-01-16 06:00:00,-0.49,974.38,11.35,57.01,0
2016-01-16 07:00:00,-0.17,973.6,9.45,56.79,0
2016-01-16 08:00:00,0.02,972.9,7.88,55.87,0
2016-01-16 09:00:00,0.31,972.48,4.54,53.89,0
2016-01-16 10:00:00,0.71,972.06,3.04,50.75,0
2016-01-16 11:00:00,0.81,971.8,2.9,49.6,0
2016-01-16 12:00:00,0.29,971.71,4.49,53.59,0
2016-01-16 13:00:00,-0.02,971.65,3.33,59.91,0
2016-01-16 14:00:00,-0.21,971.31,3.92,65.57,0
2016-01-16 15:00:00,-0.04,970.94,3.9,67.27,0
2016-01-16 16:00:00,0.34,970.87,8.35,65.25,0
2016-01-16 17:00:00,-0.18,971.23,7.88,70.83,0
2016-01-16 18:00:00,-0.49,971.78,5.18,72.2,0
2016-01-16 19:00:00,-0.72,972.31,2.83,74.85,0
2016-01-16 20:00:00,-1.07,972.72,1.51,75.1,0
2016-01-16 21:00:00,-1.04,973.14,1.57,65.95,0
2016-01-16 22:00:00,-0.89,973.61,2.77,61.74,0
2016-01-16 23:00:00,-0.18,974.11,7.33,54.9,0
2016-01-17 00:00:00,-0.1,974.6,10.73,51.34,0
2016-01-17 01:00:00,0.48,974.95,11.99,50.12,0
2016-01-17 02:00:00,0.69,975.34,12.49,53.08,0
2016-01-17 03:00:00,1.14,975.86,11.14,55.17,0
2016-01-17 04:00:00,1.46,976.42,12.32,54.24,0
2016-01-17 05:00:00,1.47,977.17,10.15,53.3,0
2016-01-17 06:00:00,1.76,977.84,6.79,56.12,0
2016-01-17 07:00:00,1.96,978.47,5.11,59.02,0
2016-01-17 08:00:00,1.87,978.92,4.04,59.53,0
2016-01-17 09:00:00,1.95,979.42,3.77,56.04,0
2016-01-17 10:00:00,1.83,979.95,3.4,58.91,0
2016-01-17 11:00:00,1.67,980.52,3.35,58.98,0
2016-01-17 12:00:00,1.41,980.81,3.84,59.59,0
2016-01-17 13:00:00,1.59,981.05,2.56,58.83,0
2016-01-17 14:00:00,1.48,981.42,2.48,59.51,0
2016-01-17 15:00:00,1.04,981.71,2.51,63.91,0
2016-01-17 16:00:00,0.97,981.91,1.54,64.66,0
2016-01-17 17:00:00,0.64,982.33,2.0,66.47,0
2016-01-17 18:00:00,0.41,982.59,3.3,70.42,0
2016-01-17 19:00:00,0.12,982.95,3.37,73.85,0
2016-01-17 20:00:00,-1.01,983.41,3.17,83.66,0
2016-01-17 21:00:00,-1.44,983.89,2.73,86.39,0
2016-01-17 22:00:00,-2.03,984.08,2.44,83.16,0
2016-01-17 23:00:00,-1.73,984.31,4.91,85.7,0
2016-01-18 00:00:00,-1.49,984.36,8.07,86.62,0
2016-01-18 01:00:00,-0.88,984.2,9.45,80.2,0
2016-01-18 02:00:00,-0.25,984.04,10.61,77.44,0
2016-01-18 03:00:00,0.03,983.69,13.2,74.39,0
2016-01-18 04:00:00,0.08,983.64,14.7,76.84,0
2016-01-18 05:00:00,0.79,983.44,16.19,74.38,0
2016-01-18 06:00:00,-0.01,983.56,13.32,79.86,0
2016-01-18 07:00:00,0.5,983.29,13.84,73.28,0
2016-01-18 08:00:00,1.2,982.95,16.91,67.11,0
2016-01-18 09:00:00,0.74,982.48,17.36,69.55,0
2016-01-18 10:00:00,0.81,982.03,17.93,73.0,0
2016-01-18 11:00:00,0.5,981.59,17.02,75.14,0
2016-01-18 12:00:00,0.24,981.37,15.06,75.29,0
2016-01-18 13:00:00,-0.64,981.14,18.35,83.92,0
2016-01-18 14:00:00,-1.78,980.64,19.35,91.3,0
2016-01-18 15:00:00,-1.58,980.08,18.62,86.43,0
2016-01-18 16:00:00,-1.58,979.45,16.62,76.42,0
2016-01-18 17:00:00,-1.57,979.08,15.94,72.9,0
2016-01-18 18:00:00,-1.73,978.88,15.82,72.32,0
2016-01-18 19:00:00,-1.79,978.84,16.75,70.46,0
2016-01-18 20:00:00,-1.97,978.58,17.43,75.23,0
2016-01-18 21:00:00,-2.43,978.43,16.28,86.01,0
2016-01-18 22:00:00,-1.73,978.33,15.36,78.34,0
2016-01-18 23:00:00,-1.4,978.26,13.62,70.97,0
2016-01-19 00:00:00,-1.3,978.31,13.44,70.08,0
2016-01-19 01:00:00,-1.29,978.32,14.66,71.07,0
2016-01-19 02:00:00,-1.47,978.42,15.23,83.18,0
2016-01-19 03:00:00,-0.39,978.86,14.14,75.69,0
2016-01-19 04:00:00,-0.33,979.22,14.59,79.78,0
2016-01-19 05:00:00,-0.33,979.8,12.58,85.63,0
2016-01-19 06:00:00,0.02,980.38,12.44,86.34,0
2016-01-19 07:00:00,0.64,980.91,12.32,77.68,0
2016-01-19 08:00:00,0.58,981.37,12.99,77.57,0
2016-01-19 09:00:00,0.39,981.95,12.27,78.58,0
2016-01-19 10:00:00,0.74,982.44,11.88,76.34,0
2016-01-19 11:00:00,0.83,982.84,11.7,75.77,0
2016-01-19 12:00:00,0.47,983.41,12.29,77.31,0
